text,page,bbox,font_size,font_name,font_flags,page_height,page_width,block_index,total_blocks,relative_position,font_size_z_score,font_size_percentile,is_largest_font,is_common_font_size,font_size_deviation,is_first_page,is_last_page,page_position_normalized,prev_font_size_diff,prev_text_length,prev_page_diff,next_font_size_diff,next_text_length,next_page_diff,text_length_z_score,is_short_text,is_medium_text,is_long_text,title_score,h1_score,h2_score,h3_score,heading_likelihood,heuristic_class,heuristic_confidence,block_width,block_height,aspect_ratio,sentence_count,avg_sentence_length,word_count,avg_word_length,unique_word_ratio,char_count,alpha_ratio,digit_ratio,punct_ratio,space_ratio,stopword_ratio,bigram_diversity,starts_with_number,ends_with_punct,has_colon,parentheses_count,quote_count,flesch_score,heading_rank,heading_percentile,preliminary_label,label,source_file
"Local Police Departments and Sherriff’s Offices, 2003  The Bureau of Justice Statistics recently released two reports using data collected from the 2003 Law  Enforcement Management and Administrative Statistics (LEMAS) survey. Data is collected from a  representative sample of local police departments and sheriff’s offices nationwide and detail a variety  of agency characteristic. The sheriff’s office report includes national estimates for sheriffs' offices on  staff and financial resources, technologies and equipment in use, and agency policies and practices  covering a wide variety of law enforcement and administrative concerns. The law enforcement report  also includes national estimates for local police departments on issues including staff and financial  resources, technologies and equipment in use, and policies and practices of the agencies.    Access full text at: http://www.ojp.usdoj.gov/bjs/whtsnw2.htm      Conferences and Trainings    G.R.E.A.T. Officer Training: Gang Resistance Education and Training  The Executive Office of Public Safety is currently soliciting interest in G.R.E.A.T. (Gang Resistance  Education and Training) Officer Training. If enough officers are interested, the training will take place  during the last two weeks of August, 2006. Either 1-week or 2-week training will be offered to  certified/sworn, uniformed law enforcement officers with a minimum of one year of experience and  who agree to teach the G.R.E.A.T. curriculum in uniform.   For more information: http://www.mass.gov/eops click in key initiative module    Terrorism Symposium  June 12-13, 2006 in Denver, CO  The National Institute of Justice is hosting this event for law enforcement officials who deal with  terrorism in their states, cities, and communities. Panelists will share research findings and state and  local officials will be invited to describe their challenges and experiences in interactive sessions.  Topics will include: how to identify warning signs, what local prosecutors are doing to combat  terrorism, ways to improve cooperation between law enforcement and Arab communities, securing  shopping malls and seaports, and money laundering.   For more information: http://www.ojp.usdoj.gov/nij/events/register_ts.html    DNA Grantees Workshop   June 26-28, 2006 in Arlington, VA  The National Institute of Justice is announcing this DNA grantee workshop as a forum for discussion  on the current and future needs of public crime laboratories and how new technological innovations  can help meet those needs. The workshop will also give researchers the opportunity to provide project  updates, practitioners to discuss casework issues and concerns, and for researchers and practitioners to  work in partnership.   For more information: http://www.ojp.usdoj.gov/nij/events/welcome.html",4,"(57.5999755859375, 50.86799621582031, 553.2765502929688, 740.2918701171875)",12.0,TimesNewRomanPSMT,4,792.0,612.0,25,28,0.8928571428571429,0.476057500158988,0.8928571428571429,False,True,0.0,False,False,0.06422726794926807,0.0,3118,1,0.0,2878,1,1.9247237163310653,False,False,True,8,5,3.0,0.5,8.0,Title,0.48484848484848486,495.67657470703125,689.4238739013672,0.7189721642536933,16,23.75,380,6.2894736842105265,0.5973684210526315,2819,0.800638524299397,0.010996807378503014,0.025186236253990777,0.15218162468960625,0.30068337129840544,0.8356164383561644,False,False,True,4,1,0.0,4,0.8928571428571429,Title,Paragraph,AA7LE5CV3O4PNQJPJXH2W6ML2O44A2ET copy.pdf
"Managing Juvenile Services   Various dates and locations listed below  The Office of Juvenile Justice and Delinquency Prevention (OJJDP) is sponsoring the following  training sessions on managing juvenile services:   • Hartford, CT, June 26-30, 2006  • Spokane, WA, August 7-11, 2006  • Kansas City, MO, September 18-22, 2006  • Rochester, NY, October 23-27, 2006  This program will present management concepts to build leadership capacity and organizational  competency in the planning and delivery of juvenile services. Tuition, student materials, instructional  costs, and single-occupancy lodging will be provided by OJJDP. The participant is responsible for  transportation, meals, and incidental expenses.  For more information: http://dept.fvtc.edu/ojjdp/descriptions.htm#mjs    Criminal Intelligence Systems Training  July 13, 2006 in Franklin, MA  The Bureau of Justice Assistance (BJA) is offering a training, co-hosted by NESPIN, on the guidelines  governing the operation of federally funded criminal intelligence systems. The training includes  information on the following topics: training overview and resources, 28 Code of Federal Regulations  Part 23, complying with the regulation, storing criminal intelligence, inquiry and dissemination, and  review and purge. There is no registration fee but the class size is limited.    For more information: http://www.iir.com/28cfr/Franklin.htm    The 2006 NIJ Conference   July 17-19, 2006 in Washington, DC  The National Institute of Justice Conference (formally called the Research and Evaluation Conference)  spotlights what works, what doesn't work, and what the research shows as promising. Developments in  technology that increases public safety will be featured. Researchers interested in criminal justice,  policymakers responsible for shaping public safety or social services, practitioners in criminal justice  and students interested in criminal justice issues are invited to attend.   For more information: http://www.ojp.usdoj.gov/nij/events/nij_conference2006.html    2006 National Community Policing Conference - Community Policing: Leading the Way to a  Safer Nation  July 27-29, 2006 in Washington, DC  This Office of Community Oriented Policing Services (COPS) conference will feature more than  48 workshops grouped into seven subject tracks offering leadership strategies: Leading in Change,  Leading in Innovation, Leading in Crisis, Leading in Integrity, Leading in Science and Technology,  Ahead of the Curve, and Contemporary Issues in Community Policing. Command and patrol-level  law enforcement personnel, state and local government executives, criminal justice professionals,  educators, community leaders, and others interested in the implementation and future direction of  community policing are invited to attend.   For more information: http://www.cops.usdoj.gov/Default.asp?Item=1044",5,"(57.5999755859375, 50.86799621582031, 555.1924438476562, 726.4678955078125)",12.0,TimesNewRomanPSMT,4,792.0,612.0,26,28,0.9285714285714286,0.476057500158988,0.8928571428571429,False,True,0.0,False,False,0.06422726794926807,0.0,2819,1,0.0,3133,1,1.977674532820581,False,False,True,8,7,4.0,0.5,8.0,Title,0.41025641025641024,497.59246826171875,675.5998992919922,0.7365194529827199,12,30.916666666666668,371,6.619946091644205,0.6253369272237197,2878,0.78318276580959,0.026754690757470466,0.028839471855455177,0.14662960389159138,0.24780701754385964,0.8285714285714286,False,False,True,8,1,0.0,5,0.8571428571428571,Title,Paragraph,AA7LE5CV3O4PNQJPJXH2W6ML2O44A2ET copy.pdf
"In The News    Boston's New Problem: Stop Emerging Girl Gang ""Epidemic""   Boston Herald, May 12, 2006  According to the Boston Herald, Boston Mayor Thomas Menino is ordering new steps to stop the   violence between gangs of young girls, including the addition of female police detectives to a special  unit. The rise in violent crimes committed by teenage girls who associate or travel in loosely organized  groups prompted Commissioner Kathleen O’Toole to ask for more female cops in the Youth Violence  Strike Force. Teen girls were involved in at least four incidents of armed violence during the second  week of May.   Access full text at: http://news.bostonherald.com/localRegional/view.bg?articleid=138947    Boston Plans 24/7 Surveillance Of Hard-Core Criminals   Boston Globe, May 16, 2006  According to a recent Boston Globe article, Boston police will increase twenty-four hour surveillance  of dozens of hard-core criminals on the city's streets to help curb violence in what is feared to be a  particularly bloody summer. The new tracking program, referred inside the department as ''A Day in  the Life,"" calls for monitoring the criminals who are believed to be largely responsible for the shocking  increase in gun violence.   Access full text at: http://www.boston.com/news/local/massachusetts/articles/2006/05/16/police_  planning_tight_surveillance_of_worst_criminals/    Boston Officials Launch Gun Buyback Program  Boston Globe, May 30, 2006  The Boston Globe indicated that City and police officials, and community leaders have recently  announced that a gun buyback program is restarting in Boston. About $40,000 has been raised for the  program, which details that people who turn in guns will be given $200 in Target gift cards. Gift cards  will be used instead of cash because criminologists have found that in previous buyback programs,  certain individuals used the buyback money to purchase newer guns.  Access full text at: http://www.boston.com/news/globe/city_region/breaking_news/2006/05/  boston_official.html    Boston Tests Electronic Crime Alert System For Public   Boston Globe, June 2, 2006  Boston is starting a crime alert system that will notify residents when crimes occur in their  neighborhoods, reports the Boston Globe. The system will disseminate crucial information about  crimes through text messages, e-mails, and faxes to Boston residents. The program will initially be  tested in three police districts, Dorchester, South Boston, and Roxbury, and could expand to cover the  rest of the city later this year.   Access full text at: http://www.boston.com/news/local/massachusetts/articles/2006/06/02/city_police_  to_send_residents_electronic_crime_alerts/    Contact Information    We welcome and encourage your comments.  Please email us at: EOPS.newsletter@state.ma.us  Subscription details:  To subscribe to this newsletter send an email to:       join-eopsnewsletter@listserv.state.ma.us  To unsubscribe to this newsletter send an email to:  leave-eopsnewsletter@listserv.state.ma.us  For additional information on EOPS’ grant programs or agencies please visit: www.mass.gov/eops",6,"(57.59989929199219, 51.102012634277344, 556.3704833984375, 740.1719970703125)",12.0,TimesNewRomanPSMT,4,792.0,612.0,27,28,0.9642857142857143,0.476057500158988,0.8928571428571429,False,True,0.0,False,True,0.06452274322509766,0.0,2878,1,0.0,0,0,2.2065297566311988,False,False,True,2,1,1.0,0.5,2.0,Title,0.4444444444444444,498.7705841064453,689.0699844360352,0.7238315343464871,13,32.07692307692308,417,6.350119904076738,0.6378896882494005,3133,0.7788062559846792,0.01978933929141398,0.02298116820938398,0.15480370252154485,0.2842535787321063,0.8524590163934426,False,False,True,0,7,0.0,28,0.03571428571428571,H2,Paragraph,AA7LE5CV3O4PNQJPJXH2W6ML2O44A2ET copy.pdf
National Credit Union Administration § 708a.4,1,"(132.0, 158.8000030517578, 480.0057678222656, 167.8000030517578)",9.0,AvantGarde-Demi,4,792.0,612.0,0,18,0.0,1.1388888888888893,0.8888888888888888,False,False,1.0,True,True,0.20050505435828006,0.0,0,0,-2.0,737,0,-0.6778990872477902,False,True,False,3,4,1.0,0.0,4.0,H1,0.5,348.0057678222656,9.0,38.66730753580729,1,6.0,6,6.666666666666667,1.0,45,0.7555555555555555,0.08888888888888889,0.022222222222222223,0.1111111111111111,0.0,1.0,False,False,False,0,0,0.0,7,0.6666666666666666,H1,H1,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
"is clear which terms the requirement applies  to.  6. Guide to model clauses. In the model  clauses, italicized words indicate the type of  disclosure a credit union should insert in the  space provided (for example, a credit union  might insert ‘‘March 25, 1995’’ in the blank  for ‘‘(date)’’ disclosure). Brackets and diago- nals (‘‘/’’) indicate a credit union must  choose the alternative that describes its  practice (for example, [daily balance/average  daily balance]).  7. Sample forms. The sample forms (B–4  through B–11) serve a purpose different from  the model clauses. They illustrate various  ways of adapting the model clauses to spe- cific accounts. The clauses shown relate only  to the specific transactions described.",1,"(132.0, 177.2272186279297, 302.47515869140625, 318.4306640625)",7.0,MIonic,4,792.0,612.0,1,18,0.05555555555555555,-0.8611111111111107,0.3888888888888889,False,False,1.0,True,True,0.22377174069183042,-2.0,45,0,1.0,109,0,1.881637448295852,False,False,True,5,3,0.5,0.0,5.0,Title,0.5882352941176471,170.47515869140625,141.2034454345703,1.2073016927225024,10,11.2,112,5.455357142857143,0.7410714285714286,737,0.7544097693351425,0.014925373134328358,0.018995929443690638,0.17096336499321574,0.25,0.8503401360544217,False,True,False,10,0,0.0,3,0.8888888888888888,Title,Paragraph,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
"Federal banking agency pursuant to  section 32(f) of the Federal Deposit In- surance Act, 12 U.S.C. 1831i(f).",1,"(312.0, 177.4025421142578, 482.7041320800781, 204.2025909423828)",8.0,MIonic,4,792.0,612.0,2,18,0.1111111111111111,0.13888888888888928,0.8333333333333334,False,True,0.0,True,True,0.2239931087301235,1.0,737,0,0.0,30,0,-0.4411789452321933,False,True,False,3,2,1.0,0.5,3.0,Title,0.46153846153846156,170.70413208007812,26.800048828125,6.3695455622056425,2,8.5,17,5.411764705882353,0.9411764705882353,109,0.6788990825688074,0.07339449541284404,0.045871559633027525,0.1559633027522936,0.11538461538461539,0.92,False,True,False,4,0,0.0,8,0.6111111111111112,H2,Paragraph,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
§ 708a.2 Authority to convert.,1,"(312.0, 213.3410186767578, 441.5199890136719, 221.3410186767578)",8.0,NewCenturySchlbk-Bold,20,792.0,612.0,3,18,0.16666666666666666,0.13888888888888928,0.8333333333333334,False,True,0.0,True,True,0.2693699730767144,0.0,109,0,0.0,318,0,-0.7333803705326959,False,True,False,3,2,1.0,0.5,3.0,Title,0.46153846153846156,129.51998901367188,8.0,16.189998626708984,1,5.0,5,5.2,1.0,30,0.6333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.16666666666666666,1.0,False,True,False,0,0,0.0,9,0.5555555555555556,H2,H2,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
"An insured credit union, with the ap- proval of its members, may convert to  a mutual savings bank or a savings as- sociation that is in mutual form with- out the prior approval of the NCUA,  subject to applicable law governing  mutual savings banks and savings asso- ciations and the other requirements of  this part.",1,"(312.0, 225.8025665283203, 482.7201843261719, 309.0026550292969)",8.0,MIonic,4,792.0,612.0,4,18,0.2222222222222222,0.13888888888888928,0.8333333333333334,False,True,0.0,True,True,0.2851042506670711,0.0,30,0,0.0,54,0,0.33186026853749057,False,True,False,3,3,1.5,0.5,3.0,Title,0.375,170.72018432617188,83.20008850097656,2.0519231097232313,1,55.0,55,4.7272727272727275,0.7636363636363637,318,0.7924528301886793,0.0,0.012578616352201259,0.18238993710691823,0.3898305084745763,0.9827586206896551,False,True,False,0,0,0.0,10,0.5,H2,Paragraph,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
§ 708a.3 Board of directors and mem- bership approval.,1,"(312.0, 318.1410827636719, 480.01605224609375, 334.54107666015625)",8.0,NewCenturySchlbk-Bold,20,792.0,612.0,5,18,0.2777777777777778,0.13888888888888928,0.8333333333333334,False,True,0.0,True,True,0.4016932863177675,0.0,318,0,-1.0,126,0,-0.6446103172768469,False,True,False,3,2,1.0,0.5,3.0,Title,0.46153846153846156,168.01605224609375,16.399993896484375,10.244885047311568,1,9.0,9,5.111111111111111,1.0,54,0.7037037037037037,0.07407407407407407,0.037037037037037035,0.14814814814814814,0.2,1.0,False,True,False,0,0,0.0,11,0.4444444444444444,H2,H2,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
"[59 FR 59899, Nov. 21, 1994, as amended at 60  FR 21699, May 3, 1995; 61 FR 68129, Dec. 27,  1996; 63 FR 71575, Dec. 29, 1998]",1,"(132.0, 323.2305603027344, 302.4947204589844, 346.2311706542969)",7.0,MIonic,4,792.0,612.0,6,18,0.3333333333333333,-0.8611111111111107,0.3888888888888889,False,False,1.0,True,True,0.4081193943216343,-1.0,54,0,1.0,306,0,-0.37830015750930035,False,True,False,3,2,0.0,0.0,3.0,Title,0.6,170.49472045898438,23.0006103515625,7.412617224194755,1,27.0,27,3.6296296296296298,0.8518518518518519,126,0.24603174603174602,0.40476190476190477,0.1111111111111111,0.2222222222222222,0.05,0.9743589743589743,False,False,False,0,0,25.896666666666675,12,0.3888888888888889,H3,Paragraph,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
(a) The board of directors must ap- prove a proposal to convert by major- ity vote and set a date for a vote on the  proposal by the members of the credit  union.  (b) The membership must approve  the proposal to convert by the affirma- tive vote of a majority of those mem- bers who vote on such proposal.,1,"(312.0, 339.00262451171875, 482.7440490722656, 422.2025451660156)",8.0,MIonic,4,792.0,612.0,7,18,0.3888888888888889,0.13888888888888928,0.8333333333333334,False,True,0.0,True,True,0.42803361680772567,1.0,126,0,2.0,73,0,0.28747524190956614,False,True,False,5,4,1.0,0.5,5.0,Title,0.47619047619047616,170.74404907226562,83.19992065429688,2.0522140854162885,2,29.5,59,4.135593220338983,0.6271186440677966,306,0.7647058823529411,0.0,0.006535947712418301,0.20261437908496732,0.4307692307692308,0.890625,False,True,False,4,0,1.9569067796610682,4,0.8333333333333334,Title,Paragraph,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
PART 708a—CONVERSION OF IN- SURED CREDIT UNIONS TO MU- TUAL SAVINGS BANKS,1,"(132.0, 356.79998779296875, 299.99993896484375, 386.79998779296875)",10.0,AvantGarde-Demi,4,792.0,612.0,8,18,0.4444444444444444,2.1388888888888893,1.0,True,False,2.0,True,True,0.45050503509213224,2.0,306,0,-3.0,446,0,-0.5743340251159667,False,True,False,7,6,0.0,0.0,7.0,Title,0.5384615384615384,167.99993896484375,30.0,5.599997965494792,1,12.0,12,5.166666666666667,1.0,73,0.7671232876712328,0.0410958904109589,0.0,0.1506849315068493,0.16666666666666666,1.0,False,False,False,0,0,0.0,1,1.0,Title,Paragraph,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
Sec. 708a.1 Definitions.  708a.2 Authority to convert.  708a.3 Board of directors and membership  approval.  708a.4 Voting procedures.  708a.5 Notice to NCUA.  708a.6 Certification of vote on conversion  proposal.  708a.7 NCUA oversight of methods and pro- cedures of membership vote.  708a.8 Other regulatory oversight of meth- ods and procedures of membership vote.  708a.9 Completion of conversion.  708a.10 Limit on compensation of officials.,1,"(132.0, 396.8272399902344, 302.42474365234375, 513.8295288085938)",7.0,MIonic,4,792.0,612.0,9,18,0.5,-0.8611111111111107,0.3888888888888889,False,False,1.0,True,True,0.5010444949371646,-3.0,73,0,1.0,27,0,0.8053005525686846,False,True,False,5,2,0.0,0.0,5.0,Title,0.7142857142857143,170.42474365234375,117.00228881835938,1.4565932459400026,11,5.545454545454546,61,6.147540983606557,0.7540983606557377,446,0.6973094170403588,0.09192825112107623,0.04708520179372197,0.1591928251121076,0.2222222222222222,0.9436619718309859,False,True,False,0,0,0.0,5,0.7777777777777778,Title,Paragraph,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
§ 708a.4 Voting procedures.,1,"(312.0, 431.3409729003906, 432.6480407714844, 439.3409729003906)",8.0,NewCenturySchlbk-Bold,20,792.0,612.0,10,18,0.5555555555555556,0.13888888888888928,0.8333333333333334,False,True,0.0,True,True,0.5446224405307962,1.0,446,0,0.0,947,0,-0.744476627189677,False,True,False,3,2,1.0,0.5,3.0,Title,0.46153846153846156,120.64804077148438,8.0,15.081005096435547,1,4.0,4,6.0,1.0,27,0.6296296296296297,0.14814814814814814,0.07407407407407407,0.1111111111111111,0.0,1.0,False,True,False,0,0,0.0,13,0.3333333333333333,H2,Paragraph,BMDXYCXAUG3GS32B5SW6Q65PRQJTWEOZ.pdf
